STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WDF5,WSF5
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-07,8.9,3.78,0.0,80.4,88.2,72.6,310,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-08,7.8,2.96,0.0,78.7,85.4,72.1,200,38
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-09,9.4,5.06,0.0,70.7,76.8,64.6,190,52
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-10,10.7,2.39,0.0,60.0,65.5,54.5,110,74
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-11,10.7,1.35,1.1,45.0,50.4,39.7,360,43
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2012-12,11.6,4.31,0.9,42.7,47.6,37.8,130,61
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-01,11.4,2.64,1.0,35.8,41.4,30.2,190,64
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-02,12.3,3.20,13.1,34.5,39.8,29.2,310,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-03,13.0,2.43,6.1,40.5,45.9,35.0,70,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-04,11.0,1.16,0.0,52.7,60.5,44.8,320,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-05,9.4,4.99,0.0,63.5,71.6,55.4,320,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-06,10.1,8.17,0.0,74.0,81.7,66.4,60,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-07,9.4,2.80,0.0,81.2,87.8,74.5,250,37
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-08,8.5,1.98,0.0,75.8,82.1,69.4,330,33
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-09,8.7,3.30,0.0,68.1,75.6,60.6,160,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-10,10.3,0.44,0.0,60.9,67.0,54.8,170,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-11,12.1,2.77,0.2,45.5,52.1,39.0,290,51
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2013-12,10.3,4.47,7.6,38.2,43.9,32.6,60,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-01,11.6,2.37,16.7,28.8,35.6,22.0,280,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-02,11.0,4.93,27.2,31.4,37.4,25.5,280,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-03,12.1,3.66,0.4,37.2,44.6,29.8,320,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-04,11.4,8.23,0.3,51.0,59.4,42.7,310,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-05,9.4,4.70,0.0,63.4,71.5,55.5,50,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-06,9.2,3.69,0.0,72.5,80.0,65.0,320,36
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-07,9.4,3.99,0.0,77.0,84.3,69.6,240,48
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-08,8.5,3.51,0.0,75.1,82.1,68.2,110,40
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-09,8.7,1.24,0.0,70.4,77.3,63.5,230,38
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-10,11.0,3.90,0.0,60.3,66.2,54.4,10,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-11,11.2,3.92,0.4,45.5,51.6,39.3,340,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2014-12,11.6,6.21,1.3,40.6,45.2,36.0,230,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-01,12.8,4.98,19.7,29.9,36.0,23.8,300,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-02,12.1,2.10,15.1,24.3,32.0,16.5,320,48
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-03,10.7,4.55,17.3,37.9,45.2,30.6,310,51
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-04,11.4,1.81,0.0,53.3,61.5,45.2,290,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-05,9.4,1.61,0.0,67.0,76.4,57.5,300,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-06,10.3,4.80,0.0,71.3,78.4,64.1,240,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-07,8.3,3.54,0.0,79.2,85.9,72.5,250,36
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-08,8.7,1.88,0.0,79.3,86.4,72.3,260,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-09,8.9,2.51,0.0,74.1,81.3,66.8,360,38
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-10,11.2,3.39,0.0,58.4,65.4,51.5,160,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-11,9.6,1.70,0.0,53.3,59.6,47.0,310,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2015-12,8.7,4.34,0.0,50.8,56.3,45.3,310,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-01,12.1,4.18,28.8,35.7,41.9,29.5,270,51
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-02,12.8,4.36,5.6,38.4,45.6,31.3,180,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-03,11.2,1.26,1.8,49.0,57.2,40.8,290,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-04,10.3,1.67,0.0,53.2,61.2,45.2,310,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-05,9.2,3.93,0.0,63.6,71.2,55.9,290,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-06,10.1,2.24,0.0,73.6,81.9,65.3,330,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-07,9.2,4.98,0.0,81.1,88.5,73.6,290,53
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-08,9.4,1.13,0.0,81.6,88.4,74.7,210,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-09,10.3,2.53,0.0,73.8,80.3,67.3,60,42
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-10,10.3,4.82,0.0,61.2,68.0,54.4,300,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-11,11.2,5.37,0.0,52.4,58.7,46.0,310,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2016-12,12.1,2.96,3.0,40.3,45.7,35.0,310,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-01,12.1,4.13,10.1,39.7,44.4,35.0,80,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-02,12.3,1.87,10.3,42.8,50.0,35.6,290,61
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-03,14.1,4.69,9.8,41.0,48.1,34.0,270,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-04,11.0,4.10,0.0,57.6,65.2,49.9,260,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-05,11.2,6.00,0.0,63.2,70.3,56.2,300,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-06,10.1,4.38,0.0,73.6,81.2,66.0,310,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-07,8.9,4.32,0.0,78.1,85.3,71.0,50,36
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-08,8.7,3.53,0.0,75.4,81.9,68.9,230,33
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-09,9.6,1.84,0.0,71.5,78.1,64.8,290,34
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-10,10.1,3.78,0.0,65.5,72.3,58.6,240,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-11,11.0,2.06,0.0,48.0,55.0,41.1,300,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2017-12,12.1,2.05,8.0,36.3,41.1,31.4,270,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-01,12.5,2.12,8.7,31.5,38.3,24.7,350,53
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-02,10.1,5.95,4.6,42.5,50.1,34.9,320,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-03,13.9,4.09,11.6,40.8,46.5,35.1,330,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-04,12.3,5.02,5.5,49.4,56.5,42.3,280,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-05,8.7,3.24,0.0,67.4,76.3,58.5,300,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-06,9.4,3.61,0.0,72.9,80.8,65.1,280,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-07,9.6,5.28,0.0,79.8,87.1,72.6,90,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-08,9.2,6.65,0.0,81.0,87.7,74.3,330,40
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-09,9.6,5.89,0.0,72.8,78.3,67.3,150,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-10,11.0,3.02,0.0,59.8,65.7,54.0,50,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-11,12.5,7.09,4.7,45.6,50.8,40.5,60,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2018-12,11.6,6.90,0.0,40.5,45.6,35.3,340,48
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-01,13.0,3.93,0.6,33.2,39.6,26.8,290,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-02,11.9,3.34,3.0,35.9,42.2,29.5,270,58
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-03,12.1,3.64,9.9,41.2,48.0,34.4,290,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-04,11.4,4.42,0.0,54.2,61.7,46.7,310,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-05,10.1,6.38,0.0,62.0,69.3,54.7,10,40
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-06,9.6,4.89,0.0,72.8,80.4,65.2,320,40
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-07,8.3,6.11,0.0,81.5,89.5,73.6,230,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-08,8.7,3.13,0.0,77.6,84.6,70.6,300,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-09,9.4,0.65,0.0,72.1,79.2,64.9,40,40
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-10,11.2,5.58,0.0,60.9,67.1,54.6,300,55
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-11,11.6,1.63,0.0,44.6,51.0,38.3,270,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2019-12,11.9,7.17,2.0,38.9,44.0,33.8,270,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-01,11.6,1.62,2.6,38.9,44.6,33.2,310,52
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-02,11.0,2.72,0.0,39.9,46.1,33.7,250,52
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-03,11.9,3.92,0.0,48.1,54.8,41.4,260,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-04,12.8,4.50,0.0,50.6,57.3,43.9,310,57
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-05,11.4,1.20,0.0,60.8,69.2,52.4,270,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-06,8.7,1.11,0.0,75.9,84.0,67.8,20,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-07,8.7,4.74,0.0,82.8,90.5,75.2,260,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-08,9.2,4.90,0.0,79.7,86.2,73.2,170,69
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-09,9.2,4.17,0.0,71.1,77.3,64.8,160,44
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-10,9.4,5.17,0.0,59.9,65.7,54.2,50,39
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-11,10.5,4.42,0.0,54.3,61.4,47.2,250,62
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2020-12,12.1,3.53,10.2,40.9,46.5,35.3,160,63
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-01,12.3,2.19,1.9,36.7,41.4,32.1,320,49
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-02,11.6,4.13,23.2,35.1,40.0,30.3,270,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-03,12.3,3.12,0.0,45.4,53.2,37.5,320,54
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-04,11.0,2.75,0.0,54.7,63.1,46.2,310,61
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-05,10.5,3.94,0.0,63.4,71.5,55.4,60,48
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-06,9.2,2.44,0.0,75.6,84.1,67.2,270,45
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-07,8.7,8.47,0.0,77.7,84.7,70.7,320,58
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-08,8.5,6.91,0.0,79.3,85.5,73.1,310,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-09,10.3,8.76,0.0,72.7,79.1,66.3,60,47
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-10,10.1,4.01,0.0,64.7,70.5,58.8,80,42
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-11,10.1,0.81,0.0,48.8,54.9,42.7,300,52
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2021-12,10.3,1.45,0.6,45.0,50.1,39.9,280,57
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-01,11.9,3.76,20.4,31.8,38.5,25.1,350,46
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-02,11.6,3.18,2.7,37.5,45.6,29.5,310,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-03,12.3,2.61,1.6,44.9,53.1,36.7,290,56
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-04,12.5,4.20,0.0,52.4,59.4,45.3,110,50
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-05,10.1,4.65,0.0,64.2,72.2,56.2,290,43
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-06,9.4,3.37,0.0,72.3,80.0,64.5,310,41
USW00014732,"LAGUARDIA AIRPORT, NY US",40.77945,-73.88027,3.0,2022-07,,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-01,8.7,4.41,37.4,29.5,35.7,23.3,310,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-02,11.2,3.49,4.1,36.4,45.4,27.3,300,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-03,11.2,5.83,2.2,43.6,52.0,35.1,120,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-04,10.1,5.86,0.0,55.5,64.6,46.3,100,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-05,7.8,4.78,0.0,65.6,73.8,57.4,290,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-06,7.8,2.74,0.0,74.4,83.3,65.6,300,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-07,8.1,2.04,0.0,82.7,92.5,72.8,350,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-08,7.8,18.80,0.0,76.9,85.2,68.5,260,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-09,7.2,8.13,0.0,71.2,78.2,64.3,260,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-10,8.5,5.80,5.2,58.1,66.7,49.6,230,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-11,8.1,3.54,0.0,50.9,60.0,41.9,280,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2011-12,8.3,4.51,0.0,42.5,50.6,34.4,280,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-01,10.7,2.89,3.3,37.0,45.0,28.9,260,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-02,10.1,1.33,0.3,40.5,48.3,32.8,270,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-03,9.6,1.05,0.0,51.3,60.5,42.1,200,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-04,11.4,3.46,0.0,55.2,65.3,45.2,280,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-05,6.9,4.33,0.0,66.4,74.4,58.4,300,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-06,8.5,5.02,0.0,72.4,81.3,63.4,330,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-07,8.3,2.28,0.0,80.8,90.1,71.5,310,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-08,6.9,2.56,0.0,77.6,86.2,69.0,250,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-09,7.8,3.13,0.0,69.5,77.9,61.1,220,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-10,8.9,3.65,0.0,58.7,65.8,51.7,90,78
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-11,9.2,1.63,6.6,43.3,51.1,35.4,320,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2012-12,9.6,5.06,1.9,41.1,47.4,34.8,150,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-01,9.6,2.49,1.5,35.4,42.5,28.3,230,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-02,10.5,3.85,10.8,34.1,41.0,27.3,290,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-03,11.4,3.00,8.8,40.3,47.5,33.0,50,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-04,9.4,1.48,0.0,53.2,62.3,44.0,240,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-05,8.3,5.44,0.0,63.3,72.6,54.1,310,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-06,9.4,8.74,0.0,73.3,82.0,64.6,220,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-07,8.9,3.74,0.0,80.9,88.6,73.1,260,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-08,7.6,4.57,0.0,74.7,82.8,66.5,310,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-09,7.8,1.54,0.0,67.2,77.1,57.2,240,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-10,8.3,0.51,0.0,59.6,68.8,50.4,180,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-11,10.1,2.97,0.0,44.4,52.9,35.9,260,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2013-12,8.7,4.62,9.4,37.0,44.1,29.9,320,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-01,10.1,2.78,20.8,27.2,35.4,19.1,280,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-02,9.2,4.95,30.4,30.0,37.1,22.8,260,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-03,11.4,3.65,0.2,37.9,46.7,29.0,320,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-04,10.1,7.95,0.4,52.3,62.3,42.3,290,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-05,8.5,4.03,0.0,64.1,73.0,55.1,250,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-06,7.8,4.41,0.0,72.8,82.0,63.7,260,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-07,8.7,5.09,0.0,77.0,86.0,68.0,230,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-08,7.4,1.76,0.0,74.5,83.2,65.7,280,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-09,7.6,1.52,0.0,69.8,78.7,60.9,250,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-10,9.4,4.15,0.0,59.3,67.0,51.7,350,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-11,9.8,4.13,1.4,43.9,51.7,36.1,330,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2014-12,10.3,4.91,0.3,40.1,45.9,34.3,350,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-01,11.2,4.42,14.9,28.6,35.9,21.2,260,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-02,10.5,2.06,13.5,22.7,31.5,13.9,320,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-03,9.6,4.63,16.3,37.7,46.3,29.2,310,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-04,10.7,1.67,0.0,54.1,63.6,44.6,300,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-05,8.3,4.83,0.0,68.2,79.2,57.3,320,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-06,8.7,5.90,0.0,72.0,79.9,64.1,210,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-07,7.6,2.69,0.0,78.9,87.5,70.4,230,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-08,8.3,1.40,0.0,78.7,88.2,69.2,280,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",40.68275,-74.16927,1.9,2015-09,7.8,2.33,0.0,73.4,82.8,63.9,10,37
